E/I,S/N,T/F,J/P,Kelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Tinggi,Rendah,Rendah,ENTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinggi,Rendah,Rendah,Tinggi,ISTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinggi,Tinggi,Rendah,Tinggi,INTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinggi,Tinggi,Rendah,Tinggi,INTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Rendah,Rendah,Rendah,ESTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Tinggi,Tinggi,Tinggi,ENFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Rendah,Rendah,Tinggi,ESTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Tinggi,Rendah,Rendah,ENTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Tinggi,Tinggi,Rendah,ENFJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Rendah,Rendah,Rendah,ESTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Rendah,Rendah,Tinggi,ESTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Rendah,Rendah,Rendah,ESTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Tinggi,Rendah,Rendah,ENTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Rendah,Rendah,Rendah,ESTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Tinggi,Rendah,Rendah,ENTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Rendah,Rendah,Rendah,ESTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Rendah,Rendah,Tinggi,ESTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Rendah,Rendah,Rendah,ESTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinggi,Tinggi,Rendah,Rendah,INTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinggi,Rendah,Rendah,Tinggi,ISTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinggi,Rendah,Tinggi,Tinggi,ISFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Tinggi,Tinggi,Tinggi,ENFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinggi,Tinggi,Tinggi,Tinggi,INFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinggi,Rendah,Rendah,Tinggi,ISTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Rendah,Rendah,Rendah,ESTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Rendah,Tinggi,Tinggi,ESFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Rendah,Rendah,Tinggi,ESTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinggi,Rendah,Rendah,Rendah,ISTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinggi,Tinggi,Rendah,Rendah,INTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Tinggi,Rendah,Rendah,ENTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Tinggi,Rendah,Tinggi,ENTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Tinggi,Rendah,Rendah,ENTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinggi,Rendah,Rendah,Tinggi,ISTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Rendah,Rendah,Tinggi,ESTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Rendah,Tinggi,Tinggi,ESFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinggi,Rendah,Rendah,Tinggi,ISTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinggi,Tinggi,Tinggi,Tinggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,38,11,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rendah,Rendah,Rendah,Rendah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,76,103,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
